order_id,order_date,delivery_date,customer,product,plant,supplier_id,quantity,unit_price,discount_pct,revenue,status
ORD_00040,2023-12-29,2024-01-25,Mahindra,Gear Box,Plant_Pune,SUP_006,1196,7096.25,0.061,7969400.99,Delivered
ORD_00041,2024-02-27,2024-03-01,Bosch,Clutch Kit,Plant_Chennai,SUP_006,417,5945.2,0.05,2355190.98,Delivered
ORD_00042,2024-01-27,2024-02-26,Tata Motors,Sensor Array,Plant_Chennai,SUP_008,129,6897.03,0.033,860356.21,Delivered
ORD_00043,2023-01-25,2023-02-18,Gestamp,Hydraulic Pump,Plant_Chennai,SUP_017,445,3308.03,0.042,1410246.27,Pending
ORD_00044,2024-11-26,2024-12-25,JCB,Gear Box,Plant_Chennai,SUP_002,1148,2782.97,0.004,3182070.16,Delivered
ORD_00045,2024-09-02,2024-09-18,Mahindra,Control Panel,Plant_Delhi,SUP_013,757,5882.65,0.047,4243867.25,Cancelled
ORD_00046,2023-07-14,2023-07-25,Hero MotoCorp,Clutch Kit,Plant_Chennai,SUP_014,140,5728.53,0.0,801994.2,Delivered
ORD_00047,2024-11-11,2024-11-24,JCB,Control Panel,Plant_Chennai,SUP_014,1326,2648.54,0.127,3065944.61,Delivered
ORD_00048,2024-02-17,2024-03-13,Bosch,Gear Box,Plant_Chennai,SUP_013,655,4524.42,0.029,2877553.74,Cancelled
ORD_00049,2023-01-01,2023-01-13,Mahindra,Sensor Array,Plant_Ahmedabad,SUP_015,637,1839.42,0.118,1033448.7,Pending
ORD_00050,2024-11-22,2024-12-01,Denso,Brake Assembly,Plant_Chennai,SUP_017,1096,3890.85,0.135,3688681.43,Cancelled
ORD_00051,2023-12-10,2023-12-15,JCB,Clutch Kit,Plant_Pune,SUP_005,1726,7625.6,0.035,12701123.1,Delivered
ORD_00052,2023-02-17,2023-02-27,Tata Motors,PCB Assembly,Plant_Pune,SUP_013,1023,4967.94,0.115,4497749.32,Pending
ORD_00053,2024-02-14,2024-02-24,Gestamp,PCB Assembly,Plant_Pune,SUP_006,352,5317.25,0.001,1869800.33,Cancelled
ORD_00054,2024-04-20,2024-04-24,Tata Motors,Gear Box,Plant_Ahmedabad,SUP_017,1191,2143.75,0.127,2228949.06,Cancelled
ORD_00055,2024-09-01,2024-09-14,Hero MotoCorp,PCB Assembly,Plant_Ahmedabad,SUP_006,1995,6090.95,0.066,11349449.86,Pending
ORD_00056,2024-04-05,2024-04-16,Hero MotoCorp,Wiring Harness,Plant_Pune,SUP_009,1589,2128.47,0.096,3057453.5,Pending
ORD_00057,2023-03-21,2023-04-15,Hero MotoCorp,Brake Assembly,Plant_Pune,SUP_005,635,2029.05,0.05,1224024.41,Delivered
ORD_00058,2024-01-28,2024-02-22,Bosch,Sensor Array,Plant_Ahmedabad,SUP_014,362,5710.07,0.01,2046374.89,Delivered
ORD_00059,2023-07-31,2023-08-29,Sona Comstar,Suspension Unit,Plant_Ahmedabad,SUP_016,910,3237.92,0.115,2607658.87,Delivered
ORD_00060,2023-12-27,2024-01-08,Bosch,Control Panel,Plant_Pune,SUP_016,1593,3241.9,0.134,4472324.24,Delivered
ORD_00061,2023-10-07,2023-10-23,Bosch,Gear Box,Plant_Ahmedabad,SUP_005,1044,426.39,0.05,422893.6,Cancelled
ORD_00062,2024-06-30,2024-07-03,Sona Comstar,Brake Assembly,Plant_Ahmedabad,SUP_005,1907,3273.36,0.085,5711702.23,Pending
ORD_00063,2023-07-06,2023-07-10,BMW,Sensor Array,Plant_Ahmedabad,SUP_009,582,3157.01,0.032,1778583.67,Pending
ORD_00064,2023-09-16,2023-10-15,Sona Comstar,Sensor Array,Plant_Pune,SUP_003,217,3868.39,0.112,745423.28,Delivered
ORD_00065,2023-02-01,2023-02-11,Maruti Suzuki,Gear Box,Plant_Ahmedabad,SUP_004,458,6745.99,0.093,2802324.72,Cancelled
ORD_00066,2023-08-12,2023-08-29,Mahindra,Suspension Unit,Plant_Delhi,SUP_006,1482,2198.7,0.055,3079257.36,Delivered
ORD_00067,2023-04-21,2023-05-12,Bosch,PCB Assembly,Plant_Pune,SUP_003,102,7445.32,0.086,694112.29,Cancelled
ORD_00068,2024-12-08,2025-01-06,JCB,Suspension Unit,Plant_Delhi,SUP_019,1334,2094.23,0.105,2500364.02,Delivered
ORD_00069,2023-12-22,2024-01-11,BMW,Drive Shaft,Plant_Ahmedabad,SUP_016,927,5359.87,0.01,4918913.5,Delivered
ORD_00070,2024-03-19,2024-04-02,Denso,PCB Assembly,Plant_Pune,SUP_017,1351,7154.29,0.069,8998530.03,Delivered
ORD_00071,2024-09-22,2024-10-20,Bosch,Suspension Unit,Plant_Chennai,SUP_011,1933,4397.75,0.073,7880288.65,Delivered
ORD_00072,2023-03-30,2023-04-10,Mahindra,Suspension Unit,Plant_Ahmedabad,SUP_011,1855,3716.26,0.113,6114678.46,Delivered
ORD_00073,2024-05-21,2024-06-20,JCB,Sensor Array,Plant_Chennai,SUP_020,715,1618.35,0.032,1120092.4,Delivered
ORD_00074,2024-07-23,2024-07-26,Bosch,Wiring Harness,Plant_Pune,SUP_016,1108,7594.89,0.013,8305741.32,Pending
ORD_00075,2024-04-03,2024-05-01,Maruti Suzuki,Hydraulic Pump,Plant_Chennai,SUP_016,85,925.82,0.033,76097.77,Cancelled
ORD_00076,2024-06-27,2024-07-11,BMW,Wiring Harness,Plant_Chennai,SUP_010,921,7973.73,0.083,6734269.49,Delivered
ORD_00077,2023-08-25,2023-08-31,Hero MotoCorp,Gear Box,Plant_Pune,SUP_007,1527,1702.16,0.018,2552412.75,Pending
ORD_00078,2023-10-11,2023-11-06,JCB,Brake Assembly,Plant_Pune,SUP_010,1257,7817.53,0.079,9050331.03,Delivered
ORD_00079,2024-01-05,2024-01-13,JCB,Drive Shaft,Plant_Delhi,SUP_018,669,310.36,0.08,191020.37,Delivered
ORD_00080,2024-12-15,2024-12-22,Sona Comstar,Suspension Unit,Plant_Chennai,SUP_016,1356,6974.0,0.074,8756944.94,Pending
ORD_00081,2024-03-27,2024-04-09,Tata Motors,Brake Assembly,Plant_Delhi,SUP_013,427,7730.88,0.038,3175644.5,Pending
ORD_00082,2023-03-17,2023-04-07,Mahindra,Hydraulic Pump,Plant_Delhi,SUP_008,1339,5554.32,0.023,7266178.09,Delivered
ORD_00083,2024-07-25,2024-08-21,Maruti Suzuki,Control Panel,Plant_Ahmedabad,SUP_015,902,4929.28,0.119,3917111.5,Pending
ORD_00084,2023-11-01,2023-12-01,Mahindra,Drive Shaft,Plant_Delhi,SUP_007,1255,7922.24,0.046,9485060.28,Delivered
ORD_00085,2023-09-28,2023-10-22,Gestamp,Gear Box,Plant_Delhi,SUP_014,216,1425.05,0.026,299807.72,Pending
ORD_00086,2024-12-06,2024-12-28,JCB,Wiring Harness,Plant_Delhi,SUP_008,1012,2471.82,0.035,2413929.98,Delivered
ORD_00087,2024-10-02,2024-10-23,Gestamp,Control Panel,Plant_Pune,SUP_005,1404,6470.46,0.03,8811990.06,Delivered
ORD_00088,2023-05-26,2023-05-31,Mahindra,Hydraulic Pump,Plant_Ahmedabad,SUP_004,172,1494.2,0.046,245180.29,Pending
ORD_00089,2024-12-06,2024-12-18,Hero MotoCorp,Wiring Harness,Plant_Ahmedabad,SUP_003,1483,3339.57,0.041,4749526.44,Cancelled
ORD_00090,2023-02-10,2023-02-26,Gestamp,Clutch Kit,Plant_Delhi,SUP_009,1554,2714.11,0.038,4057453.32,Cancelled
ORD_00091,2023-02-11,2023-03-10,Tata Motors,Hydraulic Pump,Plant_Pune,SUP_019,1598,1566.49,0.078,2307997.44,Pending
ORD_00092,2024-10-12,2024-11-10,Bosch,Sensor Array,Plant_Chennai,SUP_004,1057,7758.63,0.071,7618610.0,Delivered
ORD_00093,2023-12-04,2023-12-20,Bosch,Control Panel,Plant_Delhi,SUP_015,1470,4064.66,0.099,5383520.23,Delivered
ORD_00094,2023-11-19,2023-11-30,Hero MotoCorp,Drive Shaft,Plant_Ahmedabad,SUP_014,712,1104.19,0.116,694986.02,Delivered
ORD_00095,2023-07-12,2023-07-31,Tata Motors,Drive Shaft,Plant_Pune,SUP_009,790,5056.54,0.075,3695066.61,Cancelled
ORD_00096,2023-05-15,2023-05-27,Sona Comstar,Suspension Unit,Plant_Pune,SUP_006,947,7070.6,0.073,6207060.55,Delivered
ORD_00097,2024-07-18,2024-07-21,Gestamp,Wiring Harness,Plant_Delhi,SUP_005,1181,3382.33,0.034,3858717.65,Pending
ORD_00098,2023-10-26,2023-11-14,Tata Motors,Clutch Kit,Plant_Ahmedabad,SUP_018,1494,2332.71,0.125,3049435.15,Delivered
ORD_00099,2024-01-28,2024-02-06,Denso,Brake Assembly,Plant_Chennai,SUP_014,1937,4875.15,0.112,8385531.01,Delivered
ORD_00100,2024-06-03,2024-06-14,Mahindra,Suspension Unit,Plant_Ahmedabad,SUP_005,1730,220.01,0.109,339130.01,Pending
ORD_00101,2024-07-05,2024-07-23,Bosch,Wiring Harness,Plant_Chennai,SUP_007,756,2793.03,0.114,1870816.18,Delivered
ORD_00102,2024-08-08,2024-08-23,BMW,Wiring Harness,Plant_Ahmedabad,SUP_013,528,6876.9,0.062,3405881.0,Delivered
ORD_00103,2024-05-22,2024-05-26,Gestamp,Wiring Harness,Plant_Delhi,SUP_017,308,4117.87,0.089,1155424.91,Pending
ORD_00104,2023-01-16,2023-02-11,Denso,Brake Assembly,Plant_Ahmedabad,SUP_009,345,3397.83,0.098,1057370.72,Delivered
ORD_00105,2024-09-30,2024-10-25,Hero MotoCorp,PCB Assembly,Plant_Chennai,SUP_016,864,5268.73,0.128,3969503.33,Cancelled
ORD_00106,2023-02-06,2023-02-28,JCB,Clutch Kit,Plant_Delhi,SUP_014,190,2031.21,0.103,346179.12,Delivered
ORD_00107,2024-10-10,2024-11-04,JCB,Drive Shaft,Plant_Delhi,SUP_011,1837,983.96,0.025,1762346.16,Delivered
ORD_00108,2023-10-28,2023-11-11,Bosch,Suspension Unit,Plant_Pune,SUP_006,817,3559.36,0.037,2800401.23,Delivered
ORD_00109,2023-03-22,2023-04-13,Tata Motors,Suspension Unit,Plant_Pune,SUP_008,1833,3183.85,0.102,5240725.35,Pending
ORD_00110,2024-10-15,2024-10-26,Tata Motors,Hydraulic Pump,Plant_Pune,SUP_003,991,2191.55,0.001,2169654.22,Pending
ORD_00111,2023-12-20,2024-01-10,JCB,Wiring Harness,Plant_Chennai,SUP_007,662,5183.72,0.064,3211998.79,Pending
ORD_00112,2024-05-09,2024-05-15,JCB,Hydraulic Pump,Plant_Delhi,SUP_013,535,3174.64,0.054,1606717.05,Delivered
ORD_00113,2023-01-09,2023-01-30,Sona Comstar,Suspension Unit,Plant_Ahmedabad,SUP_010,1821,5549.24,0.112,8973387.44,Delivered
ORD_00114,2024-09-13,2024-10-11,JCB,Gear Box,Plant_Delhi,SUP_002,771,1908.24,0.029,1428586.7,Delivered
ORD_00115,2024-03-27,2024-03-31,JCB,Sensor Array,Plant_Ahmedabad,SUP_006,1236,3045.92,0.02,3689461.98,Delivered
ORD_00116,2023-05-16,2023-06-13,Hero MotoCorp,Hydraulic Pump,Plant_Pune,SUP_009,1154,7036.39,0.055,7673394.39,Pending
ORD_00117,2023-10-30,2023-11-25,Gestamp,Gear Box,Plant_Pune,SUP_013,1832,2841.98,0.017,5117996.73,Cancelled
ORD_00118,2024-01-10,2024-01-15,Gestamp,Wiring Harness,Plant_Chennai,SUP_009,1669,3277.68,0.04,5251630.0,Cancelled
ORD_00119,2024-01-26,2024-02-24,Maruti Suzuki,Wiring Harness,Plant_Delhi,SUP_020,1357,7534.28,0.016,10060433.67,Cancelled
ORD_00120,2023-12-02,2023-12-24,Tata Motors,Hydraulic Pump,Plant_Ahmedabad,SUP_004,503,5251.69,0.095,2390648.06,Delivered
ORD_00121,2023-02-16,2023-02-20,Maruti Suzuki,Control Panel,Plant_Pune,SUP_013,673,7968.23,0.017,5271454.27,Pending
ORD_00122,2024-01-15,2024-02-08,Bosch,Suspension Unit,Plant_Pune,SUP_014,1994,5996.49,0.142,10259106.91,Delivered
ORD_00123,2024-05-16,2024-06-07,BMW,Clutch Kit,Plant_Ahmedabad,SUP_015,885,7524.61,0.042,6379590.1,Delivered
ORD_00124,2024-01-07,2024-01-13,BMW,Drive Shaft,Plant_Ahmedabad,SUP_009,1454,3065.21,0.135,3855145.27,Delivered
ORD_00125,2023-05-06,2023-06-05,Mahindra,Drive Shaft,Plant_Delhi,SUP_011,1737,3746.8,0.099,5863880.63,Delivered
ORD_00126,2023-05-09,2023-06-06,Hero MotoCorp,Clutch Kit,Plant_Pune,SUP_008,1206,1800.6,0.124,1902254.67,Delivered
ORD_00127,2023-06-01,2023-06-29,Denso,Gear Box,Plant_Chennai,SUP_006,1894,4848.66,0.042,8797660.83,Delivered
ORD_00128,2024-11-07,2024-12-07,Maruti Suzuki,Suspension Unit,Plant_Chennai,SUP_001,102,1228.07,0.054,118498.93,Delivered
ORD_00129,2023-09-29,2023-10-03,Gestamp,Wiring Harness,Plant_Ahmedabad,SUP_012,309,5985.4,0.079,1703379.0,Cancelled
ORD_00130,2024-08-30,2024-09-05,Sona Comstar,Control Panel,Plant_Chennai,SUP_015,975,4129.94,0.142,3454901.31,Delivered
ORD_00131,2023-03-04,2023-03-22,Tata Motors,Wiring Harness,Plant_Delhi,SUP_003,1785,3332.61,0.103,5335991.84,Delivered
ORD_00132,2024-09-14,2024-09-21,Mahindra,Control Panel,Plant_Chennai,SUP_013,184,1184.29,0.094,197425.88,Cancelled
ORD_00133,2024-06-27,2024-07-09,Gestamp,Control Panel,Plant_Pune,SUP_014,979,4143.3,0.065,3792631.8,Pending
ORD_00134,2023-08-22,2023-09-07,Gestamp,Sensor Array,Plant_Ahmedabad,SUP_011,744,6653.87,0.06,4653450.52,Delivered
ORD_00135,2024-01-19,2024-01-26,Gestamp,Brake Assembly,Plant_Ahmedabad,SUP_004,1456,7399.28,0.01,10665618.16,Delivered
ORD_00136,2023-05-14,2023-06-03,BMW,Brake Assembly,Plant_Ahmedabad,SUP_012,172,4774.43,0.084,752221.0,Pending
ORD_00137,2023-02-22,2023-03-06,Hero MotoCorp,Clutch Kit,Plant_Pune,SUP_016,1279,2637.1,0.016,3318885.29,Delivered
ORD_00138,2023-04-21,2023-05-05,JCB,Suspension Unit,Plant_Pune,SUP_014,1781,4538.87,0.017,7946304.1,Cancelled
ORD_00139,2024-09-28,2024-10-20,JCB,Drive Shaft,Plant_Pune,SUP_009,1432,5213.05,0.004,7435227.25,Delivered
ORD_00140,2023-12-14,2023-12-28,Bosch,Brake Assembly,Plant_Pune,SUP_001,62,1614.96,0.021,98024.84,Delivered
ORD_00141,2024-06-27,2024-07-06,BMW,Hydraulic Pump,Plant_Chennai,SUP_019,820,3474.69,0.051,2703934.26,Cancelled
ORD_00142,2023-03-28,2023-04-01,Gestamp,Hydraulic Pump,Plant_Ahmedabad,SUP_014,368,1427.8,0.093,476565.37,Pending
ORD_00143,2024-09-13,2024-09-30,Gestamp,Sensor Array,Plant_Ahmedabad,SUP_004,898,2330.7,0.113,1856463.15,Delivered
ORD_00144,2024-11-25,2024-12-19,Sona Comstar,Clutch Kit,Plant_Ahmedabad,SUP_020,1264,3995.74,0.1,4545553.82,Delivered
ORD_00145,2023-01-08,2023-01-17,JCB,Hydraulic Pump,Plant_Chennai,SUP_004,667,7573.53,0.115,4470616.89,Delivered
ORD_00146,2024-05-24,2024-06-19,Maruti Suzuki,Control Panel,Plant_Chennai,SUP_003,931,1570.42,0.057,1378723.54,Pending
ORD_00147,2023-02-13,2023-03-01,BMW,Suspension Unit,Plant_Ahmedabad,SUP_019,88,3786.08,0.012,329176.94,Pending
ORD_00148,2024-12-27,2025-01-19,BMW,Gear Box,Plant_Ahmedabad,SUP_012,905,2458.22,0.061,2088983.06,Delivered
ORD_00149,2024-03-23,2024-04-22,Hero MotoCorp,Brake Assembly,Plant_Ahmedabad,SUP_010,266,2097.87,0.088,508926.48,Delivered
ORD_00150,2023-08-15,2023-08-28,Gestamp,Control Panel,Plant_Pune,SUP_012,1645,1511.44,0.077,2294872.25,Delivered
ORD_00151,2024-10-22,2024-11-20,Maruti Suzuki,Gear Box,Plant_Pune,SUP_003,352,2042.9,0.022,703280.58,Delivered
ORD_00152,2024-10-05,2024-10-23,Tata Motors,Suspension Unit,Plant_Chennai,SUP_011,1000,6084.68,0.114,5391026.48,Delivered
ORD_00153,2024-03-26,2024-03-31,JCB,Suspension Unit,Plant_Delhi,SUP_012,1010,3649.22,0.045,3519855.15,Cancelled
ORD_00154,2023-03-17,2023-03-29,JCB,Brake Assembly,Plant_Delhi,SUP_020,995,3724.93,0.009,3672948.6,Cancelled
ORD_00155,2024-06-03,2024-06-18,Sona Comstar,Wiring Harness,Plant_Pune,SUP_011,997,4726.57,0.143,4038518.48,Cancelled
ORD_00156,2024-05-02,2024-05-21,BMW,Brake Assembly,Plant_Pune,SUP_002,358,7670.23,0.068,2559218.26,Delivered
ORD_00157,2024-12-25,2025-01-11,BMW,Sensor Array,Plant_Chennai,SUP_013,949,4287.73,0.091,3698771.69,Pending
ORD_00158,2023-12-13,2024-01-06,BMW,Brake Assembly,Plant_Chennai,SUP_004,1274,608.45,0.095,701524.6,Cancelled
ORD_00159,2024-11-25,2024-12-10,Mahindra,Gear Box,Plant_Chennai,SUP_003,631,2165.57,0.128,1191565.91,Cancelled
ORD_00160,2024-11-10,2024-11-17,Bosch,Gear Box,Plant_Delhi,SUP_010,1927,2928.6,0.145,4825117.43,Cancelled
ORD_00161,2024-01-21,2024-02-13,Hero MotoCorp,Brake Assembly,Plant_Ahmedabad,SUP_017,1671,2762.12,0.019,4527807.97,Delivered
ORD_00162,2023-01-19,2023-02-02,Tata Motors,Clutch Kit,Plant_Pune,SUP_005,682,1606.05,0.032,1060275.66,Delivered
ORD_00163,2023-03-21,2023-04-02,Hero MotoCorp,Control Panel,Plant_Delhi,SUP_011,1779,6347.34,0.076,10433732.1,Cancelled
ORD_00164,2023-05-15,2023-06-06,Mahindra,Gear Box,Plant_Ahmedabad,SUP_002,821,1403.17,0.027,1120898.5,Pending
ORD_00165,2024-01-09,2024-02-02,JCB,Wiring Harness,Plant_Pune,SUP_018,1523,2052.74,0.067,2916859.38,Delivered
ORD_00166,2023-11-13,2023-12-11,BMW,Suspension Unit,Plant_Ahmedabad,SUP_015,1656,3858.32,0.125,5590705.68,Delivered
ORD_00167,2024-01-27,2024-02-15,Maruti Suzuki,Suspension Unit,Plant_Pune,SUP_009,1130,3465.55,0.024,3822085.78,Delivered
ORD_00168,2024-10-18,2024-11-05,Hero MotoCorp,Brake Assembly,Plant_Chennai,SUP_003,1840,3095.45,0.14,4898240.08,Delivered
ORD_00169,2023-10-07,2023-10-24,Gestamp,Clutch Kit,Plant_Ahmedabad,SUP_012,1904,4204.15,0.125,7004113.9,Delivered
ORD_00170,2024-02-29,2024-03-04,Gestamp,Sensor Array,Plant_Pune,SUP_001,861,4115.66,0.035,3419557.85,Delivered
ORD_00171,2023-04-12,2023-05-11,Denso,Drive Shaft,Plant_Chennai,SUP_016,1513,5269.69,0.119,7024249.09,Delivered
ORD_00172,2024-12-23,2025-01-10,Sona Comstar,Hydraulic Pump,Plant_Pune,SUP_005,968,4999.72,0.136,4181525.82,Cancelled
ORD_00173,2024-09-15,2024-10-04,JCB,Brake Assembly,Plant_Delhi,SUP_008,916,1067.26,0.043,935572.92,Pending
ORD_00174,2024-10-16,2024-11-13,Tata Motors,Suspension Unit,Plant_Delhi,SUP_017,1325,3765.49,0.017,4904456.59,Cancelled
ORD_00175,2023-09-05,2023-09-30,BMW,Clutch Kit,Plant_Ahmedabad,SUP_006,344,2471.92,0.0,850340.48,Delivered
ORD_00176,2024-06-20,2024-07-04,Hero MotoCorp,Control Panel,Plant_Delhi,SUP_013,188,7636.55,0.082,1317946.35,Pending
ORD_00177,2023-02-14,2023-03-09,Sona Comstar,Sensor Array,Plant_Delhi,SUP_012,842,7852.11,0.038,6360240.51,Delivered
ORD_00178,2024-11-03,2024-11-26,BMW,Gear Box,Plant_Delhi,SUP_012,262,6217.71,0.11,1449845.62,Cancelled
ORD_00179,2023-12-13,2024-01-11,Tata Motors,Wiring Harness,Plant_Pune,SUP_005,1366,1565.7,0.117,1888512.89,Delivered
ORD_00180,2024-04-13,2024-04-17,Sona Comstar,Sensor Array,Plant_Chennai,SUP_017,650,1772.41,0.119,1014970.59,Pending
ORD_00181,2024-07-10,2024-07-28,JCB,Sensor Array,Plant_Delhi,SUP_011,568,485.64,0.097,249086.7,Delivered
ORD_00182,2023-05-08,2023-06-05,Tata Motors,PCB Assembly,Plant_Chennai,SUP_006,803,3608.22,0.06,2723556.62,Pending
ORD_00183,2024-12-09,2024-12-27,Gestamp,PCB Assembly,Plant_Delhi,SUP_014,802,7409.62,0.078,5478999.05,Cancelled
ORD_00184,2023-07-04,2023-07-24,JCB,Hydraulic Pump,Plant_Ahmedabad,SUP_020,651,2705.45,0.012,1740112.97,Pending
ORD_00185,2023-06-20,2023-07-15,BMW,Suspension Unit,Plant_Ahmedabad,SUP_009,959,2942.07,0.006,2804516.46,Delivered
ORD_00186,2023-03-18,2023-04-11,Denso,Drive Shaft,Plant_Pune,SUP_020,1355,3368.44,0.077,4212790.01,Pending
ORD_00187,2023-02-05,2023-02-12,BMW,PCB Assembly,Plant_Delhi,SUP_020,187,2040.76,0.097,344604.77,Delivered
ORD_00188,2024-11-26,2024-12-13,Gestamp,Suspension Unit,Plant_Pune,SUP_017,1993,3093.52,0.067,5752304.54,Delivered
ORD_00189,2024-02-12,2024-02-25,Sona Comstar,Gear Box,Plant_Ahmedabad,SUP_017,1380,2373.78,0.144,2804098.84,Pending
ORD_00190,2024-07-29,2024-08-04,Maruti Suzuki,Suspension Unit,Plant_Chennai,SUP_016,586,6244.72,0.106,3271508.89,Delivered
ORD_00191,2023-05-06,2023-05-13,Tata Motors,Brake Assembly,Plant_Chennai,SUP_012,1796,777.61,0.026,1360276.28,Delivered
